index,Age,Population,Year
40,40,1638999.9999999988,1928
41,41,1599000.0000000007,1928
42,42,1559999.9999999998,1928
43,43,1522999.9999999995,1928
44,44,1486999.9999999995,1928
45,45,1451000.0,1928
46,46,1416000.0000000007,1928
47,47,1374000.0000000002,1928
48,48,1323999.9999999998,1928
49,49,1270000.0000000002,1928
50,50,1216999.9999999998,1928
51,51,1161999.999999999,1928
52,52,1111000.0,1928
53,53,1070999.9999999993,1928
54,54,1034000.0000000002,1928
55,55,996999.9999999999,1928
56,56,960000.0000000006,1928
57,57,922999.9999999998,1928
58,58,881999.9999999999,1928
59,59,837999.9999999995,1928
60,60,795999.9999999994,1928
61,61,752999.9999999998,1928
62,62,714000.0000000006,1928
63,63,676000.0000000001,1928
64,64,639000.0000000006,1928
65,65,604000.0000000002,1928
66,66,567000.0000000005,1928
67,67,532999.9999999998,1928
68,68,497999.9999999996,1928
69,69,465000.00000000023,1928
70,70,432000.0000000001,1928
71,71,399999.9999999999,1928
72,72,369000.0000000001,1928
73,73,337000.0,1928
74,74,306999.99999999994,1928
75,75,216131.08366563544,1928
76,76,152158.36622242027,1928
77,77,107120.86888933329,1928
78,78,75413.97496493046,1928
79,79,53091.972592148515,1928
80,80,37377.03718666563,1928
81,81,26313.54966102928,1928
82,82,18524.73264895261,1928
83,83,13041.319728113656,1928
84,84,9180.93666688587,1928
85,85,6463.1844941871295,1928
86,86,4549.857045832941,1928
87,87,3202.853459045118,1928
88,88,2254.548105259517,1928
89,89,1586.9306966355634,1928
90,90,1116.9206913999274,1928
91,91,786.0284735398066,1928
92,92,553.0767094906624,1928
93,93,389.07610311632817,1928
94,94,273.6178708040146,1928
95,95,192.33400421722394,1928
96,96,135.1092673147298,1928
97,97,94.8224225684463,1928
98,98,66.46004036341026,1928
99,99,46.492611059611335,1928
100,100,32.43532101535631,1928
0,0,2142000.0,1929
1,1,2274000.000000001,1929
2,2,2374000.0000000014,1929
3,3,2447000.0000000014,1929
4,4,2496999.9999999986,1929
5,5,2526000.000000001,1929
6,6,2534999.9999999995,1929
7,7,2528999.9999999986,1929
8,8,2511999.9999999986,1929
9,9,2485000.0,1929
10,10,2446000.0000000005,1929
11,11,2398000.000000002,1929
12,12,2358000.000000002,1929
13,13,2342000.0000000005,1929
14,14,2339000.0000000005,1929
15,15,2329999.999999998,1929
16,16,2316000.0000000005,1929
17,17,2298000.0000000005,1929
18,18,2272999.9999999995,1929
19,19,2240000.000000002,1929
20,20,2208999.999999999,1929
21,21,2179000.000000002,1929
22,22,2143000.000000001,1929
23,23,2102999.9999999986,1929
24,24,2060000.0000000019,1929
25,25,2017999.999999999,1929
26,26,1974000.0000000002,1929
27,27,1937000.000000001,1929
28,28,1910000.0000000005,1929
29,29,1890000.0000000007,1929
30,30,1869999.9999999993,1929
31,31,1847000.0000000005,1929
32,32,1832000.0000000002,1929
33,33,1828999.9999999998,1929
34,34,1834000.0000000014,1929
35,35,1837000.0000000016,1929
36,36,1843000.0000000007,1929
37,37,1828999.9999999998,1929
38,38,1790999.9999999995,1929
39,39,1732000.0000000007,1929
40,40,1677000.0,1929
41,41,1616999.9999999995,1929
42,42,1565000.0000000012,1929
43,43,1529000.0000000012,1929
44,44,1500999.9999999988,1929
45,45,1469999.999999999,1929
46,46,1440000.0000000002,1929
47,47,1403000.0000000012,1929
48,48,1357000.0000000005,1929
49,49,1306000.0,1929
50,50,1253999.9999999993,1929
51,51,1206999.999999999,1929
52,52,1156000.0000000002,1929
53,53,1108000.000000001,1929
54,54,1059999.9999999993,1929
55,55,1012999.9999999999,1929
56,56,964000.0,1929
57,57,918999.9999999992,1929
58,58,881999.9999999999,1929
59,59,846999.9999999998,1929
60,60,811000.0000000001,1929
61,61,777000.0,1929
62,62,742000.0,1929
63,63,701000.0,1929
64,64,658999.9999999997,1929
65,65,617000.0,1929
66,66,578000.0000000005,1929
67,67,540000.0000000001,1929
68,68,502999.9999999999,1929
69,69,469999.9999999998,1929
70,70,435999.99999999965,1929
71,71,406000.0,1929
72,72,379999.9999999999,1929
73,73,353999.99999999977,1929
74,74,336000.00000000006,1929
75,75,235955.04585075498,1929
76,76,165698.67224360516,1929
77,77,116361.27112826222,1929
78,78,81714.1775787519,1929
79,79,57383.32381890113,1929
80,80,40297.029297910434,1929
81,81,28298.212349703783,1929
82,82,19872.066588274938,1929
83,83,13954.822188321188,1929
84,84,9799.448868165562,1929
85,85,6881.346071871372,1929
86,86,4832.1140838725105,1929
87,87,3393.0449236048453,1929
88,88,2382.461417119674,1929
89,89,1672.7811239293771,1929
90,90,1174.4095244419182,1929
91,91,824.4290423023489,1929
92,92,578.655932428885,1929
93,93,406.0622461535891,1929
94,94,284.8586671394658,1929
95,95,199.74369055566942,1929
96,96,139.97186452719885,1929
97,97,97.99721646675516,1929
98,98,68.52060186644323,1929
99,99,47.82070684780869,1929
100,100,33.28424600952919,1929
0,0,2181398.000000001,1930
1,1,2164397.000000002,1930
2,2,2272950.999999998,1930
3,3,2375736.000000002,1930
4,4,2377632.999999999,1930
5,5,2489603.9999999995,1930
6,6,2512950.999999999,1930
7,7,2482957.000000002,1930
8,8,2569834.000000002,1930
9,9,2534824.0000000023,1930
10,10,2472638.999999999,1930
11,11,2430417.9999999995,1930
12,12,2396984.9999999986,1930
13,13,2375924.000000002,1930
14,14,2364653.999999999,1930
15,15,2351648.0000000014,1930
16,16,2335712.0000000005,1930
17,17,2317496.000000001,1930
18,18,2295997.0000000005,1930
19,19,2271276.0000000014,1930
20,20,2245649.9999999995,1930
21,21,2220397.9999999995,1930
22,22,2190419.9999999995,1930
23,23,2151904.000000001,1930
24,24,2106848.000000001,1930
25,25,2061558.0000000019,1930
26,26,2017438.9999999998,1930
27,27,1975369.9999999995,1930
28,28,1936950.0000000012,1930
29,29,1902713.0000000014,1930
30,30,1869016.9999999986,1930
31,31,1832401.0000000005,1930
32,32,1808190.0,1930
33,33,1808433.9999999988,1930
34,34,1826764.0000000002,1930
35,35,1846872.0000000005,1930
36,36,1869177.0000000007,1930
37,37,1874189.0000000014,1930
38,38,1843702.9999999988,1930
39,39,1784523.0000000007,1930
40,40,1721420.0000000012,1930
41,41,1656726.000000001,1930
42,42,1597764.0000000012,1930
43,43,1553909.9999999993,1930
44,44,1522279.0000000002,1930
45,45,1489630.000000001,1930
46,46,1454197.0,1930
47,47,1417238.000000001,1930
48,48,1378010.0000000005,1930
49,49,1336549.0000000002,1930
50,50,1295060.9999999993,1930
51,51,1254791.0000000002,1930
52,52,1210584.0000000002,1930
53,53,1158515.9999999998,1930
54,54,1100655.0000000002,1930
55,55,1042233.9999999997,1930
56,56,983122.9999999995,1930
57,57,929633.0000000002,1930
58,58,887635.9999999997,1930
59,59,854905.0000000006,1930
60,60,823586.9999999999,1930
61,61,793172.0000000005,1930
62,62,760526.9999999994,1930
63,63,722084.0000000001,1930
64,64,679137.0000000002,1930
65,65,636589.0000000005,1930
66,66,594731.0000000005,1930
67,67,555170.9999999997,1930
68,68,519894.00000000023,1930
69,69,488112.9999999996,1930
70,70,457194.99999999977,1930
71,71,427254.9999999999,1930
72,72,396061.9999999999,1930
73,73,361419.00000000006,1930
74,74,324337.00000000006,1930
75,75,227988.35040218593,1930
76,76,160261.2692894777,1930
77,77,112653.36263801406,1930
78,78,79187.9786513238,1930
79,79,55663.90451852053,1930
80,80,39127.95011184991,1930
81,81,27504.207277347086,1930
82,82,19333.442278856706,1930
83,83,13589.904968104567,1930
84,84,9552.557076432613,1930
85,85,6714.553749132306,1930
86,86,4719.614719384226,1930
87,87,3317.2972188624303,1930
88,88,2331.5556282946377,1930
89,89,1638.6408760979473,1930
90,90,1151.5650963946325,1930
91,91,809.1812541954528,1930
92,92,568.5068041735763,1930
93,93,399.32770237578825,1930
94,94,280.4053635795235,1930
95,95,196.81038929199303,1930
96,96,138.04834511369313,1930
97,97,96.74229932036904,1930
98,98,67.70672979689999,1930
99,99,47.296538471143435,1930
100,100,32.94944913241793,1930
0,0,2138681.0000000005,1931
1,1,2140300.0000000014,1931
2,2,2225564.999999998,1931
3,3,2300648.999999998,1931
4,4,2374212.000000001,1931
5,5,2444300.0000000014,1931
6,6,2480998.000000002,1931
7,7,2505440.0000000014,1931
8,8,2480592.999999998,1931
9,9,2557404.999999998,1931
10,10,2522846.0000000005,1931
11,11,2463316.0,1931
12,12,2421068.0,1931
13,13,2387124.0000000014,1931
14,14,2365836.000000002,1931
15,15,2354622.0000000014,1931
16,16,2341672.999999998,1931
17,17,2325847.9999999995,1931
18,18,2307372.0000000005,1931
19,19,2284853.0000000014,1931
20,20,2258529.9999999986,1931
21,21,2231226.9999999995,1931
22,22,2204263.9999999995,1931
23,23,2173482.0000000005,1931
24,24,2135900.0000000014,1931
25,25,2093085.9999999993,1931
26,26,2050164.9999999995,1931
27,27,2008335.0000000005,1931
28,28,1968173.9999999986,1931
29,29,1930868.000000001,1931
30,30,1896972.9999999984,1931
31,31,1863544.0,1931
32,32,1827399.9999999993,1931
33,33,1802673.0,1931
34,34,1800579.9999999988,1931
35,35,1815328.0000000012,1931
36,36,1831577.0,1931
37,37,1849711.9999999993,1931
38,38,1852002.9999999986,1931
39,39,1821807.999999999,1931
40,40,1765261.0000000007,1931
41,41,1705029.0000000012,1931
42,42,1643353.9999999993,1931
43,43,1586237.0000000012,1931
44,44,1541659.0000000002,1931
45,45,1507260.0,1931
46,46,1471699.0,1931
47,47,1433447.9999999993,1931
48,48,1394169.9999999995,1931
49,49,1353778.9999999988,1931
50,50,1312220.999999999,1931
51,51,1270699.9999999993,1931
52,52,1230260.000000001,1931
53,53,1186554.0000000002,1931
54,54,1136234.0000000005,1931
55,55,1080999.9999999993,1931
56,56,1025437.0,1931
57,57,969448.9999999994,1931
58,58,918022.0000000001,1931
59,59,875870.0,1931
60,60,841186.0000000006,1931
61,61,807602.9999999995,1931
62,62,774926.9999999994,1931
63,63,740342.9999999994,1931
64,64,700936.9999999997,1931
65,65,657851.9999999994,1931
66,66,615102.9999999999,1931
67,67,572915.0000000003,1931
68,68,532994.0000000003,1931
69,69,497323.99999999965,1931
70,70,465200.00000000006,1931
71,71,434010.9999999998,1931
72,72,403825.9999999997,1931
73,73,372672.9999999998,1931
74,74,338502.00000000023,1931
75,75,237663.08800482104,1931
76,76,166863.75076192289,1931
77,77,117155.29938282422,1931
78,78,82254.82948109375,1931
79,79,57751.0928816117,1931
80,80,40546.937492660196,1931
81,81,28467.842476047685,1931
82,82,19987.06948128312,1931
83,83,14032.690408197675,1931
84,84,9852.100953924493,1931
85,85,6916.895121265973,1931
86,86,4856.0772929890645,1931
87,87,3409.1702058982287,1931
88,88,2393.2919026596974,1931
89,89,1680.0403496067786,1931
90,90,1179.2640496202416,1931
91,91,827.667335172425,1931
92,92,580.8101064780503,1931
93,93,407.49082090289727,1931
94,94,285.80277104849205,1931
95,95,200.36518441046388,1931
96,96,140.37916919151522,1931
97,97,98.26278735721918,1931
98,98,68.69273486518566,1931
99,99,47.93150215004336,1931
100,100,33.35497125046449,1931
0,0,2040919.0,1932
1,1,2101784.000000001,1932
2,2,2208896.9999999995,1932
3,3,2250398.000000002,1932
4,4,2301105.0000000005,1932
5,5,2435190.0000000005,1932
6,6,2436209.999999999,1932
7,7,2472188.0,1932
8,8,2497622.0000000005,1932
9,9,2477758.999999999,1932
10,10,2544520.9999999995,1932
11,11,2510331.999999998,1932
12,12,2453346.999999999,1932
13,13,2410850.000000001,1932
14,14,2376177.0000000005,1932
15,15,2354568.999999999,1932
16,16,2343380.0000000005,1932
17,17,2330479.9999999995,1932
18,18,2314809.000000001,1932
19,19,2296172.9999999995,1932
20,20,2272673.000000001,1932
21,21,2244739.0000000014,1932
22,22,2215865.0000000014,1932
23,23,2187347.999999999,1932
24,24,2155910.0,1932
25,25,2119285.9999999995,1932
26,26,2078712.999999999,1932
27,27,2038118.9999999995,1932
28,28,1998540.0000000014,1932
29,29,1960267.9999999984,1932
30,30,1924043.9999999993,1932
31,31,1890487.9999999993,1932
32,32,1857301.0000000014,1932
33,33,1821514.0,1932
34,34,1796148.0000000014,1932
35,35,1791756.9999999986,1932
36,36,1802901.0,1932
37,37,1815361.0000000014,1932
38,38,1829429.9999999998,1932
39,39,1829087.9999999988,1932
40,40,1799179.0000000012,1932
41,41,1745184.9999999993,1932
42,42,1687721.0000000007,1932
43,43,1628946.9999999988,1932
44,44,1573575.9999999998,1932
45,45,1528257.999999999,1932
46,46,1491096.0000000005,1932
47,47,1452662.0,1932
48,48,1411618.0000000005,1932
49,49,1370057.0000000005,1932
50,50,1328537.9999999995,1932
51,51,1286857.999999999,1932
52,52,1245344.0000000002,1932
53,53,1204788.9999999995,1932
54,54,1161652.999999999,1932
55,55,1113032.0000000002,1932
56,56,1060360.0,1932
57,57,1007523.9999999995,1932
58,58,954403.9999999993,1932
59,59,904820.9999999995,1932
60,60,862443.0000000002,1932
61,61,825835.0000000005,1932
62,62,790060.0,1932
63,63,755242.9999999999,1932
64,64,718847.0000000005,1932
65,65,678543.9999999997,1932
66,66,635272.0000000002,1932
67,67,592325.9999999998,1932
68,68,549842.0000000001,1932
69,69,509615.99999999994,1932
70,70,473634.99999999977,1932
71,71,441222.0000000002,1932
72,72,409821.00000000006,1932
73,73,379500.0000000001,1932
74,74,348459.0000000003,1932
75,75,244456.99178473768,1932
76,76,171495.61294675697,1932
77,77,120310.42053276881,1932
78,78,84402.05415889829,1932
79,79,59210.964415378476,1932
80,80,41538.45333930081,1932
81,81,29140.512205593994,1932
82,82,20442.883232939035,1932
83,83,14341.16449350268,1932
84,84,10060.575876508155,1932
85,85,7057.579558517327,1932
86,86,4950.863007885978,1932
87,87,3472.92092779927,1932
88,88,2436.0881410456977,1932
89,89,1708.7103620571365,1932
90,90,1198.4270838605441,1932
91,91,840.4438851310696,1932
92,92,589.305005907963,1932
93,93,413.12149539326856,1932
94,94,289.52203730336583,1932
95,95,202.81229928368094,1932
96,96,141.98210808677777,1932
97,97,99.30740688756825,1932
98,98,69.36947497236268,1932
99,99,48.3668729113532,1932
100,100,33.632745831951354,1932
0,0,1937890.0000000014,1933
1,1,2011141.0000000007,1933
2,2,2183374.9999999995,1933
3,3,2229268.999999998,1933
4,4,2250476.999999999,1933
5,5,2365010.0000000005,1933
6,6,2424948.000000001,1933
7,7,2429944.999999999,1933
8,8,2465138.0000000014,1933
9,9,2491440.0000000005,1933
10,10,2476489.999999999,1933
11,11,2533210.9999999977,1933
12,12,2499259.9999999995,1933
13,13,2444536.0,1933
14,14,2401537.0,1933
15,15,2366021.999999999,1933
16,16,2344055.9999999986,1933
17,17,2332876.000000002,1933
18,18,2320060.999999998,1933
19,19,2304622.9999999986,1933
20,20,2285832.9999999995,1933
21,21,2261319.000000001,1933
22,22,2231854.9999999995,1933
23,23,2201538.0000000005,1933
24,24,2171598.999999999,1933
25,25,2139521.9999999995,1933
26,26,2103837.999999999,1933
27,27,2065434.9999999993,1933
28,28,2027095.0000000002,1933
29,29,1989714.0,1933
30,30,1953259.0000000012,1933
31,31,1918074.9999999993,1933
32,32,1884798.0000000012,1933
33,33,1851714.0000000014,1933
34,34,1816120.9999999998,1933
35,35,1790123.0000000002,1933
36,36,1783398.9999999995,1933
37,37,1791014.0000000012,1933
38,38,1799795.0000000016,1933
39,39,1809908.9999999995,1933
40,40,1806959.0000000005,1933
41,41,1777259.000000001,1933
42,42,1725671.000000001,1933
43,43,1670813.9999999988,1933
44,44,1614775.0000000012,1933
45,45,1561040.0000000007,1933
46,46,1514914.9999999995,1933
47,47,1474993.0000000012,1933
48,48,1433673.9999999998,1933
49,49,1389849.0000000002,1933
50,50,1346036.0000000007,1933
51,51,1303358.9999999995,1933
52,52,1261556.9999999993,1933
53,53,1220073.0000000007,1933
54,54,1179452.0000000007,1933
55,55,1136835.9999999993,1933
56,56,1089837.9999999993,1933
57,57,1039560.9999999994,1933
58,58,989167.0000000008,1933
59,59,938620.9999999993,1933
60,60,890693.9999999998,1933
61,61,848013.9999999995,1933
62,62,809505.9999999999,1933
63,63,771623.9999999993,1933
64,64,734772.0,1933
65,65,696639.0000000005,1933
66,66,655392.9999999995,1933
67,67,611894.9999999999,1933
68,68,568744.0000000003,1933
69,69,525988.0000000001,1933
70,70,485518.99999999965,1933
71,71,449271.00000000023,1933
72,72,416612.0000000003,1933
73,73,385091.0000000003,1933
74,74,354694.00000000023,1933
75,75,248708.52937180284,1933
76,76,174392.29564934302,1933
77,77,122282.29828879953,1933
78,78,85743.15079840171,1933
79,79,60122.16889568617,1933
80,80,42156.92452779857,1933
81,81,29559.82710103265,1933
82,82,20726.834889522153,1933
83,83,14533.205614033146,1933
84,84,10190.278247675333,1933
85,85,7145.049469759715,1933
86,86,5009.757412682901,1933
87,87,3512.5063023291386,1933
88,88,2462.6448184979913,1933
89,89,1726.4896554727727,1933
90,90,1210.303060960238,1933
91,91,848.3568113958324,1933
92,92,594.5627590774966,1933
93,93,416.60423327517054,1933
94,94,291.82102178361737,1933
95,95,204.32395020503225,1933
96,96,142.97164613048682,1933
97,97,99.9518610411682,1933
98,98,69.78670364328954,1933
99,99,48.63511678739148,1933
100,100,33.80377940626906,1933
0,0,1874565.9999999993,1934
1,1,1917215.0000000007,1934
2,2,2107741.999999999,1934
3,3,2204350.0000000014,1934
4,4,2226918.000000002,1934
5,5,2314487.999999999,1934
6,6,2360580.0000000005,1934
7,7,2418027.9999999995,1934
8,8,2426894.9999999986,1934
9,9,2461215.9999999995,1934
10,10,2488387.999999998,1934
11,11,2478235.0,1934
12,12,2524902.0,1934
13,13,2490904.0000000005,1934
14,14,2438135.0000000005,1934
15,15,2394491.000000001,1934
16,16,2358069.0,1934
17,17,2335716.000000001,1934
18,18,2324571.000000001,1934
19,19,2311911.9999999995,1934
20,20,2296707.999999998,1934
21,21,2277711.0,1934
22,22,2252238.9999999986,1934
23,23,2221351.000000001,1934
24,24,2189700.0,1934
25,25,2158346.999999999,1934
26,26,2125615.0000000005,1934
27,27,2090798.9999999993,1934
28,28,2054477.0000000016,1934
29,29,2018315.0000000016,1934
30,30,1983039.0000000002,1934
31,31,1948326.9999999998,1934
32,32,1914096.0000000007,1934
33,33,1880939.9999999998,1934
34,34,1847770.9999999993,1934
35,35,1812338.9999999988,1934
36,36,1785632.0000000005,1934
37,37,1776617.0,1934
38,38,1780801.9999999995,1934
39,39,1786003.0000000014,1934
40,40,1792212.0000000002,1934
41,41,1786625.9999999995,1934
42,42,1757015.0000000012,1934
43,43,1707653.0,1934
44,44,1655207.9999999998,1934
45,45,1601747.0000000012,1934
46,46,1549502.0000000002,1934
47,47,1502491.0000000007,1934
48,48,1459761.9999999995,1934
49,49,1415542.0000000007,1934
50,50,1368940.9999999998,1934
51,51,1322842.0000000002,1934
52,52,1279009.9999999988,1934
53,53,1237089.000000001,1934
54,54,1195650.9999999998,1934
55,55,1154908.9999999993,1934
56,56,1112755.999999999,1934
57,57,1067219.9999999993,1934
58,58,1019038.0000000007,1934
59,59,970775.0000000006,1934
60,60,922553.9999999997,1934
61,61,876093.0000000002,1934
62,62,833032.0,1934
63,63,792664.9999999997,1934
64,64,752753.0000000002,1934
65,65,713920.9999999998,1934
66,66,674016.9999999994,1934
67,67,631808.9999999994,1934
68,68,588043.0,1934
69,69,544668.0000000003,1934
70,70,501674.9999999997,1934
71,71,460992.9999999998,1934
72,72,424519.0000000003,1934
73,73,391694.9999999997,1934
74,74,360102.9999999999,1934
75,75,252395.1493074075,1934
76,76,176902.93937642223,1934
77,77,123990.605469309,1934
78,78,86904.459997381,1934
79,79,60910.8572888052,1934
80,80,42691.994876082405,1934
81,81,29922.43186724969,1934
82,82,20972.271547542903,1934
83,83,14699.122678388581,1934
84,84,10302.28560185883,1934
85,85,7220.551582663964,1934
86,86,5060.570578191862,1934
87,87,3546.64435658391,1934
88,88,2485.536596966252,1934
89,89,1741.808361435104,1934
90,90,1220.5307783500689,1934
91,91,855.1683977851892,1934
92,92,599.0866604083113,1934
93,93,419.59949997167405,1934
94,94,293.79732020047436,1934
95,95,205.62283241714215,1934
96,96,143.82151617609486,1934
97,97,100.50510135879304,1934
98,98,70.14471574327824,1934
99,99,48.86518421670827,1934
100,100,33.95040455202298,1934
0,0,1951443.9999999984,1935
1,1,1862374.9999999988,1935
2,2,2027695.9999999981,1935
3,3,2127788.000000002,1935
4,4,2201073.999999998,1935
5,5,2285507.0000000014,1935
6,6,2309342.9999999986,1935
7,7,2357111.999999999,1935
8,8,2412004.9999999995,1935
9,9,2424600.999999999,1935
10,10,2458035.0,1935
11,11,2486000.0,1935
12,12,2480516.999999999,1935
13,13,2516918.000000001,1935
14,14,2482623.999999999,1935
15,15,2431698.0000000014,1935
16,16,2387373.9999999986,1935
17,17,2350041.000000001,1935
18,18,2327340.0000000005,1935
19,19,2316317.999999999,1935
20,20,2303828.0,1935
21,21,2288817.999999999,1935
22,22,2269684.999999998,1935
23,23,2243380.9999999995,1935
24,24,2211207.999999999,1935
25,25,2178257.999999998,1935
26,26,2145509.000000001,1935
27,27,2112105.000000001,1935
28,28,2078117.9999999993,1935
29,29,2043843.999999999,1935
30,30,2009806.9999999995,1935
31,31,1976593.0000000005,1935
32,32,1943565.0000000005,1935
33,33,1910146.0000000002,1935
34,34,1876952.0000000014,1935
35,35,1843702.9999999988,1935
36,36,1808374.9999999995,1935
37,37,1780984.9999999993,1935
38,38,1769750.0000000002,1935
39,39,1770585.9999999995,1935
40,40,1772232.0000000016,1935
41,41,1774524.0000000007,1935
42,42,1766250.9999999995,1935
43,43,1736631.9999999988,1935
44,44,1689359.999999999,1935
45,45,1639233.0000000012,1935
46,46,1588236.9999999988,1935
47,47,1537401.9999999995,1935
48,48,1489459.0000000007,1935
49,49,1443928.9999999988,1935
50,50,1396845.000000001,1935
51,51,1347485.0000000007,1935
52,52,1299172.0000000002,1935
53,53,1254256.000000001,1935
54,54,1212273.0000000005,1935
55,55,1170864.0,1935
56,56,1130002.0000000002,1935
57,57,1088230.0,1935
58,58,1043935.0000000006,1935
59,59,997598.0,1935
60,60,951287.9999999994,1935
61,61,905222.0000000002,1935
62,62,860106.0000000006,1935
63,63,816659.9999999999,1935
64,64,774527.0000000005,1935
65,65,732667.0,1935
66,66,691864.0000000001,1935
67,67,650247.9999999999,1935
68,68,607111.0000000005,1935
69,69,563101.9999999999,1935
70,70,519567.0000000001,1935
71,71,476411.9999999998,1935
72,72,435606.9999999998,1935
73,73,399041.0000000001,1935
74,74,366139.0,1935
75,75,256507.29992087407,1935
76,76,179702.14067924072,1935
77,77,125894.4146120984,1935
78,78,88198.1008083873,1935
79,79,61789.02950485951,1935
80,80,43287.51100768064,1935
81,81,30325.8213379751,1935
82,82,21245.193760332335,1935
83,83,14883.53881371153,1935
84,84,10426.726405777594,1935
85,85,7304.397859796846,1935
86,86,5116.97450500379,1935
87,87,3584.52176576418,1935
88,88,2510.9246530438136,1935
89,89,1758.7900319047346,1935
90,90,1231.863793362062,1935
91,91,862.7127756303664,1935
92,92,604.0950338583189,1935
93,93,422.9140722826275,1935
94,94,295.9833342266655,1935
95,95,207.05891234859553,1935
96,96,144.76074149211897,1935
97,97,101.11623967703478,1935
98,98,70.54002030335042,1935
99,99,49.1191046712111,1935
100,100,34.112160192190714,1935
0,0,1944834.9999999995,1936
1,1,1942228.0000000014,1936
2,2,1987308.0000000014,1936
3,3,2046504.9999999993,1936
4,4,2122916.0000000014,1936
5,5,2256621.999999998,1936
6,6,2275046.000000001,1936
7,7,2303851.9999999995,1936
8,8,2353193.999999999,1936
9,9,2405392.9999999986,1936
10,10,2421680.0000000014,1936
11,11,2454135.000000002,1936
12,12,2482768.0,1936
13,13,2481706.000000001,1936
14,14,2507599.0000000014,1936
15,15,2472921.9999999995,1936
16,16,2423824.9999999986,1936
17,17,2378844.999999998,1936
18,18,2340667.9999999986,1936
19,19,2317717.000000001,1936
20,20,2306832.9999999995,1936
21,21,2294488.0000000014,1936
22,22,2279746.0000000014,1936
23,23,2260607.9999999986,1936
24,24,2233620.9999999986,1936
25,25,2200215.0000000005,1936
26,26,2165999.999999999,1936
27,27,2131859.999999998,1936
28,28,2097780.0000000005,1936
29,29,2064625.0,1936
30,30,2032363.9999999998,1936
31,31,2000430.0000000005,1936
32,32,1969237.9999999986,1936
33,33,1937761.0000000016,1936
34,34,1905005.9999999986,1936
35,35,1871790.9999999998,1936
36,36,1838425.0000000012,1936
37,37,1803236.000000001,1936
38,38,1775229.9999999986,1936
39,39,1761847.9999999998,1936
40,40,1759353.0000000002,1936
41,41,1757428.999999999,1936
42,42,1755769.0,1936
43,43,1744756.9999999986,1936
44,44,1715039.9999999995,1936
45,45,1669795.9999999998,1936
46,46,1621905.0000000014,1936
47,47,1573304.999999999,1936
48,48,1523814.000000001,1936
49,49,1474928.000000001,1936
50,50,1426659.0000000012,1936
51,51,1376747.999999999,1936
52,52,1324737.9999999988,1936
53,53,1274342.0000000012,1936
54,54,1228457.0,1936
55,55,1186424.0,1936
56,56,1145057.0000000002,1936
57,57,1104036.9999999993,1936
58,58,1062487.9999999995,1936
59,59,1019237.9999999994,1936
60,60,974601.9999999995,1936
61,61,930119.0000000005,1936
62,62,886084.0000000006,1936
63,63,842248.0000000001,1936
64,64,798450.9999999993,1936
65,65,754638.9999999999,1936
66,66,710859.0,1936
67,67,668167.9999999997,1936
68,68,624947.0000000002,1936
69,69,580975.0,1936
70,70,536806.9999999995,1936
71,71,493200.0000000002,1936
72,72,449999.00000000035,1936
73,73,409244.00000000035,1936
74,74,372712.0000000002,1936
75,75,260983.15259105962,1936
76,76,182747.463036367,1936
77,77,127964.62707194222,1936
78,78,89604.14052945413,1936
79,79,62743.04613974395,1936
80,80,43934.15040236171,1936
81,81,30763.631222203458,1936
82,82,21541.26230183337,1936
83,83,15083.499525743155,1936
84,84,10561.591929946944,1936
85,85,7395.224719830988,1936
86,86,5178.04511213223,1936
87,87,3625.513429423441,1936
88,88,2538.386965944774,1936
89,89,1777.1503607544623,1936
90,90,1244.1110239808927,1936
91,91,870.8618494000475,1936
92,92,609.5022522480979,1936
93,93,426.4908923431785,1936
94,94,298.341177470548,1936
95,95,208.60713347203057,1936
96,96,145.77282548834893,1936
97,97,101.77447119760318,1936
98,98,70.96558283049079,1936
99,99,49.392330427801944,1936
100,100,34.286130759561786,1936
0,0,1932237.0000000002,1937
1,1,1948566.9999999993,1937
2,2,2079030.999999999,1937
3,3,2007264.0,1937
4,4,2041574.0,1937
5,5,2176640.9999999986,1937
6,6,2245185.0000000014,1937
7,7,2264959.9999999986,1937
8,8,2298621.9999999986,1937
9,9,2349412.999999999,1937
10,10,2398902.9999999986,1937
11,11,2418788.999999998,1937
12,12,2450154.999999999,1937
13,13,2479211.999999999,1937
14,14,2482313.9999999977,1937
15,15,2497614.0,1937
16,16,2462531.9999999986,1937
17,17,2415265.0,1937
18,18,2369685.9999999986,1937
19,19,2330759.9999999995,1937
20,20,2307580.000000002,1937
21,21,2296808.9999999995,1937
22,22,2284672.999999998,1937
23,23,2270318.9999999995,1937
24,24,2251309.9999999986,1937
25,25,2223676.9999999986,1937
26,26,2189057.0000000014,1937
27,27,2153576.000000001,1937
28,28,2118045.0000000005,1937
29,29,2083292.000000001,1937
30,30,2050939.0000000012,1937
31,31,2020656.0,1937
32,32,1990773.000000001,1937
33,33,1961452.9999999984,1937
34,34,1931357.0000000005,1937
35,35,1899262.9999999995,1937
36,36,1865981.0000000016,1937
37,37,1832529.0000000007,1937
38,38,1797531.0000000014,1937
39,39,1768959.9999999995,1937
40,40,1753435.0000000005,1937
41,41,1747594.0,1937
42,42,1742060.000000001,1937
43,43,1736410.9999999988,1937
44,44,1722594.9999999988,1937
45,45,1692733.9999999998,1937
46,46,1649421.999999999,1937
47,47,1603688.0000000007,1937
48,48,1557382.000000001,1937
